,ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE
1,7439,296.1168204003397,50.58232209391655,4.635,0.26624732613107654,12.856217384338379
2,9841,175.00502802912297,-31.917418672849003,4.745,0.363050812299814,10.53874397277832
3,9923,193.92558423665074,38.355548401329195,4.479,0.33788743194529786,5.775545597076416
4,803,186.3815785116022,13.066452477077807,13.285,0.23062897899287807,107.89669036865234
5,3214,238.11093863445313,20.199880497244784,4.868652141868343,0.347787801683844,14.561261177062988
6,12884,212.12046698241707,-27.057995046513206,12.96067926361244,0.4060499533637473,33.672420501708984
7,11777,138.08401398517003,35.05534601417812,1.925351995790405,0.06534096201665995,44.42704391479492
8,12315,36.43187002828079,12.872318375339123,1.435284349242945,0.0544260063729582,49.055599212646484
9,1878,85.447705450966,-1.9240613099292654,0.3037398870854205,0.018803427867787173,278.1632385253906
10,1878,85.45288162901585,-1.9044621698022297,1.013853539367971,0.1437685823586759,12.358415603637695
11,1878,85.43966365444881,-1.907535102359543,0.7991127553314157,0.03911426387528987,51.3908576965332
12,1882,91.90500119869004,-6.381479476814601,3.365233582209779,0.10478694400187595,25.836931228637695
13,1882,91.94413001748939,-6.377147557648283,1.076699381974643,0.0544229230423154,27.959571838378906
14,1882,91.94014138162822,-6.381841345712502,1.269817892678333,0.1178747045536231,10.932162284851074
15,1882,91.89683250249783,-6.3854129135172935,3.856542726173842,0.16074928304642344,8.042570114135742
16,3498,83.82902348093633,-5.472760911879404,4.70530861006338,0.38709970874485,7.300720691680908
17,3744,83.6223155433693,-5.398701439008619,11.7565138221813,0.0,68.26818084716797
18,4374,83.77554519169239,-5.385051247646049,2.657196119804842,0.12337904558263604,9.88786792755127
19,4396,83.88027454586718,-5.371043829827197,3.946071918683833,0.19211412551301,13.759687423706055
20,6436,52.243397384583915,31.371469750395807,1.640253075074304,0.057615821220535525,38.5811767578125
21,6436,52.28227142640922,31.36581838148058,1.291757004260679,0.10867355081206681,20.57270050048828
22,2736,6.044181529897609,-72.09145857546343,0.6434329183312555,0.07898673857221736,8.850432395935059
23,14904,345.49250178555906,15.948703559294035,1.620122791150634,0.0841585700527913,13.364900588989258
24,4062,76.77817721461076,-31.869820454790272,10.65992871753857,0.3709350165963833,41.93905258178711
25,10234,59.83880638866042,10.474111686732842,7.138327838021123,0.46515786690743083,10.393080711364746
26,3184,104.40282447903607,-55.810764631827944,8.749989019722697,0.610418904311414,10.906020164489746
27,5353,329.12392322222166,-4.830244717802266,4.029863497758919,0.255601549777999,6.9471940994262695
28,5353,329.14679567885213,-4.865825210174103,5.441411923768792,0.4188100330102115,3.873497486114502
29,11737,337.78287837916287,39.372900983787254,1.64868051205963,0.11791873519075456,7.996007919311523
30,12264,90.00442872803535,-52.71504419773976,4.700744609910269,0.2767100330713763,12.066136360168457
31,12273,87.16239534227341,-25.569317098135958,5.576384848565249,0.3767107432355483,9.907144546508789
32,13454,15.935693730603868,-21.812706512890927,7.384355051185367,0.32639995393184523,16.7299747467041
33,15113,45.268361416593024,-77.88092172934407,6.610756587647111,0.6491172130284858,7.617845058441162
34,5885,318.12659932619124,-63.498980265363635,3.672088050535557,0.2106421106175894,8.786419868469238
35,16454,53.16163226003447,-27.859486846350006,3.73687845469961,0.08609971438542988,47.09370422363281
